Date_range,Day,Region,Average temperature,Average humidity,Average dewpoint,Average barometer,Average windspeed,Average gustspeed,Average direction,Rainfall for month,Rainfall for year,Maximum rain per minute,Maximum temperature,Minimum temperature,Maximum humidity,Minimum humidity,Maximum pressure,Minimum pressure,Maximum windspeed,Maximum gust speed,Maximum heat index
2017-03,5,40:23:00N & 105:29:00W,45.9,23,9.3,29.5,9.1,12.4,230,0.00,0.98,0.00,53.3,40.3,37,11,29.655,29.157,25.3,35.7,53.3
2017-03,6,40:23:00N & 105:29:00W,24.4,37,0.6,29.6,10.2,15.8,249,0.00,0.98,0.00,41.9,16.2,75,20,30.094,29.128,27.6,42.6,41.8
2017-03,7,40:23:00N & 105:29:00W,27.7,29,0.5,30.1,16.9,24.5,260,0.00,0.98,0.00,36.9,18.1,42,23,30.202,30.043,33.4,48.3,36.9
2017-03,8,40:23:00N & 105:29:00W,41.8,32,13.4,30.0,14.9,21.1,263,0.00,0.98,0.00,51.4,31.0,53,22,30.168,29.852,31.1,46.0,51.4
2017-03,9,40:23:00N & 105:29:00W,46.9,27,12.4,29.9,13.9,20.2,271,0.00,0.98,0.00,58.0,28.8,67,17,30.199,29.817,31.1,47.2,58.0
2017-03,10,40:23:00N & 105:29:00W,46.6,35,17.3,29.9,6.5,10.2,267,0.00,0.98,0.00,61.2,24.4,78,17,30.156,29.797,23.0,29.9,61.2
2017-03,11,40:23:00N & 105:29:00W,38.1,65,26.7,30.1,3.0,5.1,276,0.00,0.98,0.00,45.2,28.7,83,37,30.229,29.805,13.8,19.6,45.2
2017-03,12,40:23:00N & 105:29:00W,40.7,38,15.6,29.9,10.0,14.9,252,0.00,0.98,0.00,48.9,27.8,87,19,30.143,29.792,28.8,42.6,48.9
2017-03,13,40:23:00N & 105:29:00W,38.9,40,14.4,30.1,10.2,14.6,264,0.00,0.98,0.00,48.3,21.8,85,25,30.244,29.889,28.8,38.0,48.3
2017-03,14,40:23:00N & 105:29:00W,50.7,26,16.9,29.9,11.6,17.1,269,0.00,0.98,0.00,59.5,44.2,35,20,29.981,29.746,29.9,47.2,59.5
2017-03,15,40:23:00N & 105:29:00W,52.3,22,12.9,29.9,6.1,9.5,273,0.00,0.98,0.00,66.9,33.8,48,10,29.976,29.777,19.6,29.9,66.9
2017-03,16,40:23:00N & 105:29:00W,51.1,25,14.4,29.8,7.1,10.8,275,0.00,0.98,0.00,64.8,30.1,53,15,29.920,29.677,25.3,34.5,64.8
2017-03,17,40:23:00N & 105:29:00W,50.3,32,20.1,30.0,4.5,6.8,275,0.00,0.98,0.00,63.1,32.2,68,19,30.152,29.760,18.4,28.8,63.1
2017-03,18,40:23:00N & 105:29:00W,51.3,34,19.3,30.0,5.8,8.2,276,0.00,0.98,0.00,67.6,27.9,79,13,30.158,29.836,21.9,32.2,67.6
2017-03,19,40:23:00N & 105:29:00W,54.0,26,18.5,29.8,6.0,9.0,276,0.00,0.98,0.00,69.6,39.3,49,14,29.969,29.703,21.9,31.1,72.9
2017-03,20,40:23:00N & 105:29:00W,52.2,29,19.5,29.9,4.9,7.0,276,0.00,0.98,0.00,65.0,38.6,46,16,30.044,29.751,17.3,28.8,65.0
2017-03,21,40:23:00N & 105:29:00W,43.9,56,27.5,30.0,3.0,4.6,276,0.00,0.98,0.00,62.7,28.5,80,21,30.130,29.815,17.3,21.9,62.7
2017-03,22,40:23:00N & 105:29:00W,52.9,33,20.4,29.7,8.6,12.2,275,0.00,0.98,0.00,64.8,31.2,86,14,29.912,29.516,27.6,41.4,64.8
2017-03,23,40:23:00N & 105:29:00W,48.2,36,19.8,29.5,6.1,9.0,274,0.00,0.98,0.00,62.9,35.8,75,11,29.552,29.330,24.2,32.2,62.9
2017-03,24,40:23:00N & 105:29:00W,39.8,49,20.5,29.9,7.4,10.6,277,0.00,0.98,0.00,53.9,25.4,73,21,30.146,29.490,24.2,31.1,53.9
2017-03,25,40:23:00N & 105:29:00W,44.2,39,17.9,29.8,3.9,6.3,273,0.04,1.02,0.01,58.1,23.3,87,17,30.041,29.625,16.1,21.9,58.1
2017-03,26,40:23:00N & 105:29:00W,37.4,84,32.7,29.8,2.0,3.4,271,0.18,1.16,0.01,45.4,32.2,93,55,29.909,29.597,10.4,12.7,45.4
2017-03,27,40:23:00N & 105:29:00W,36.9,77,29.4,29.8,1.9,3.2,274,0.24,1.22,0.01,50.5,26.0,94,41,29.944,29.594,10.4,12.7,50.5
2017-03,28,40:23:00N & 105:29:00W,33.5,90,30.9,29.9,1.1,1.9,275,0.68,1.66,0.10,37.8,30.1,93,84,30.045,29.697,10.4,12.7,37.8
2017-03,29,40:23:00N & 105:29:00W,38.3,63,24.5,30.0,1.4,2.4,274,0.85,1.84,0.03,54.8,28.1,91,20,30.127,29.829,12.7,17.3,54.8
2017-03,30,40:23:00N & 105:29:00W,45.1,47,25.2,29.6,7.5,10.3,272,0.89,1.88,0.01,56.0,34.0,80,27,29.870,29.450,21.9,33.4,56.0
2017-03,31,40:23:00N & 105:29:00W,32.9,89,30.1,29.7,3.1,4.7,277,1.02,2.00,0.07,40.3,27.3,94,80,30.106,29.408,9.2,12.7,40.3
2017-04,5,40:23:00N & 105:29:00W,39.8,42,18.3,30.1,7.0,11.8,273,0.02,2.02,0.00,40.1,32.1,90,40,30.098,30.011,10.4,29.9,40.1
2017-04,6,40:23:00N & 105:29:00W,44.2,44,22.8,30.0,3.7,6.2,269,0.02,2.02,0.00,55.6,28.1,72,27,30.152,29.883,15.0,29.9,55.6
2017-04,7,40:23:00N & 105:29:00W,45.6,43,21.4,29.7,5.8,8.3,275,0.02,2.02,0.00,65.8,28.4,80,19,29.946,28.866,24.2,32.2,65.8
2017-04,8,40:23:00N & 105:29:00W,54.2,27,20.0,29.4,10.9,15.5,275,0.02,2.02,0.00,62.4,28.4,50,17,29.521,29.294,31.1,42.6,62.4
2017-04,9,40:23:00N & 105:29:00W,37.1,41,14.2,29.6,12.8,19.1,271,0.08,2.08,0.01,48.0,29.5,86,21,29.932,29.339,34.5,50.6,45.7
2017-04,10,40:23:00N & 105:29:00W,37.8,26,4.6,30.0,11.5,16.4,253,0.08,2.08,0.00,51.5,28.2,54,14,30.127,29.859,34.5,42.6,51.5
2017-04,11,40:23:00N & 105:29:00W,41.7,32,9.7,30.0,3.7,5.9,266,0.08,2.08,0.00,57.2,22.9,68,10,30.122,29.890,17.3,21.9,57.2
2017-04,12,40:23:00N & 105:29:00W,46.2,36,16.7,30.0,3.7,5.9,267,0.08,2.08,0.00,65.5,22.9,64,12,30.026,29.867,16.1,20.7,65.5
2017-04,13,40:23:00N & 105:29:00W,48.6,45,25.0,29.8,2.2,4.3,275,0.08,2.08,0.00,66.4,25.4,82,19,30.048,29.557,12.7,21.9,66.4
2017-04,14,40:23:00N & 105:29:00W,53.6,23,11.2,29.5,7.9,11.1,274,0.08,2.08,0.00,68.9,25.4,65,0,29.607,29.350,25.3,39.1,70.0
2017-04,15,40:23:00N & 105:29:00W,45.9,33,15.2,29.8,5.7,8.2,276,0.08,2.08,0.00,61.6,27.0,69,13,29.930,29.582,20.7,26.5,60.2
2017-04,16,40:23:00N & 105:29:00W,45.4,39,18.0,29.9,2.2,3.7,274,0.08,2.08,0.00,64.1,24.7,73,13,30.100,27.540,13.8,19.6,64.1
2017-04,17,40:23:00N & 105:29:00W,48.6,35,16.6,29.8,5.8,8.7,276,0.08,2.08,0.00,65.8,26.0,72,13,30.047,29.602,27.6,34.5,65.8
2017-04,18,40:23:00N & 105:29:00W,51.1,37,24.8,29.7,2.8,4.9,275,0.08,2.08,0.00,67.9,33.7,68,19,29.840,29.587,17.3,25.3,67.9
2017-04,19,40:23:00N & 105:29:00W,46.6,49,27.2,29.8,9.3,14.0,274,0.17,2.17,0.01,56.7,34.9,84,23,30.018,29.452,25.3,40.3,55.0
2017-04,20,40:23:00N & 105:29:00W,38.8,67,28.2,30.0,2.4,4.2,275,0.31,2.31,0.01,50.7,25.7,91,0,30.192,29.837,18.4,40.3,50.7
2017-04,21,40:23:00N & 105:29:00W,36.3,68,25.8,29.9,3.5,5.6,273,0.58,2.58,0.01,45.8,30.7,93,36,30.150,29.768,15.0,20.7,45.8
2017-04,22,40:23:00N & 105:29:00W,37.3,73,28.8,30.2,1.7,3.3,277,0.78,2.78,0.01,47.7,28.7,92,47,30.281,30.085,10.4,17.3,47.7
2017-04,23,40:23:00N & 105:29:00W,48.9,41,21.5,29.7,6.2,9.1,275,0.78,2.78,0.00,68.1,27.2,89,12,30.097,29.349,18.4,26.5,71.8
2017-04,24,40:23:00N & 105:29:00W,47.9,48,27.6,29.4,9.5,13.9,275,0.90,2.90,0.01,56.0,34.0,89,21,29.483,29.263,33.4,34.5,56.0
2017-04,25,40:23:00N & 105:29:00W,39.2,51,21.2,29.5,8.7,12.8,271,0.92,2.92,0.01,48.8,30.7,89,27,29.702,29.334,23.0,34.5,48.8
2017-05,6,40:23:00N & 105:29:00W,62.6,32,28.7,29.6,3.6,6.1,273,0.00,2.00,0.00,76.0,34.2,79,0,29.842,29.464,16.1,24.2,77.1
2017-05,7,40:23:00N & 105:29:00W,54.8,49,33.7,29.5,3.4,5.4,257,0.27,2.27,0.02,71.5,44.1,81,21,29.740,29.398,19.6,31.1,75.8
2017-05,8,40:23:00N & 105:29:00W,47.4,74,38.7,29.8,3.1,5.1,274,0.65,2.65,0.01,63.4,34.1,91,41,29.981,29.618,12.7,17.3,63.4
2017-05,9,40:23:00N & 105:29:00W,47.6,79,41.1,29.8,2.0,3.6,265,0.67,2.67,0.01,59.5,39.6,94,53,29.899,29.656,17.3,19.6,59.5
2017-05,10,40:23:00N & 105:29:00W,43.0,87,39.3,29.8,1.5,2.9,269,1.45,3.45,0.04,47.6,40.1,92,67,30.023,29.668,8.1,13.8,47.6
2017-05,11,40:23:00N & 105:29:00W,46.6,76,38.8,30.0,1.6,3.1,274,1.52,3.52,0.01,58.4,34.9,94,50,30.088,29.923,10.4,13.8,58.4
2017-05,12,40:23:00N & 105:29:00W,52.6,56,33.8,29.8,2.0,4.0,275,1.54,3.54,0.01,67.4,31.9,93,20,30.045,29.570,9.2,18.4,67.4
2017-05,13,40:23:00N & 105:29:00W,59.4,35,27.6,29.4,3.9,6.4,273,1.54,3.54,0.00,73.2,40.2,80,10,29.616,29.266,16.1,21.9,76.3
2017-05,14,40:23:00N & 105:29:00W,51.4,46,30.1,29.6,2.1,4.2,275,1.54,3.54,0.00,60.4,37.0,69,25,29.725,29.460,9.2,17.3,60.4
2017-05,15,40:23:00N & 105:29:00W,51.8,47,28.5,29.6,3.8,6.3,273,1.54,3.54,0.00,67.6,32.0,82,0,29.750,29.323,19.6,31.1,67.6
2017-05,16,40:23:00N & 105:29:00W,49.7,40,23.9,29.4,6.1,9.6,272,1.54,3.54,0.00,60.1,34.4,76,15,29.470,29.301,21.9,35.7,60.1
2017-05,17,40:23:00N & 105:29:00W,43.0,59,26.3,29.5,5.3,8.2,269,1.73,3.73,0.01,60.5,28.7,91,18,29.664,29.356,21.9,33.4,60.5
2017-05,18,40:23:00N & 105:29:00W,31.1,92,29.0,29.8,0.0,0.0,261,1.86,3.86,0.01,33.2,27.2,94,89,30.107,29.591,0.0,1.2,33.2
2017-05,22,40:23:00N & 105:29:00W,33.8,56,20.4,30.3,4.0,5.0,269,1.86,3.86,0.00,37.3,27.0,84,0,30.292,30.103,10.4,13.8,37.3
2017-05,23,40:23:00N & 105:29:00W,40.5,51,23.4,30.1,2.3,3.9,265,1.86,3.86,0.00,52.8,32.0,70,30,30.305,29.907,15.0,26.5,52.8
2017-05,24,40:23:00N & 105:29:00W,57.9,36,28.1,29.5,9.7,14.7,269,1.86,3.86,0.00,72.8,32.5,80,16,29.947,29.202,32.2,39.1,75.3
2017-05,25,40:23:00N & 105:29:00W,52.8,52,34.2,29.3,6.2,9.5,271,1.86,3.86,0.01,62.0,41.5,87,27,29.652,29.128,31.1,35.7,62.0
2017-05,26,40:23:00N & 105:29:00W,49.8,74,41.2,29.7,3.8,6.0,276,1.97,3.97,0.00,59.3,33.7,95,47,29.882,29.602,15.0,18.4,59.3
2017-06,2,40:23:00N & 105:29:00W,58.7,47,37.6,29.8,6.5,9.7,273,0.13,2.13,0.01,66.3,46.1,75,30,29.915,29.633,17.3,26.5,66.3
2017-06,3,40:23:00N & 105:29:00W,57.4,48,36.1,29.9,2.7,4.8,276,0.27,2.27,0.00,68.1,34.7,88,25,30.022,29.829,13.8,20.7,75.6
2017-06,4,40:23:00N & 105:29:00W,57.4,53,38.3,29.8,2.3,4.0,277,0.27,2.27,0.00,73.5,35.0,89,26,29.993,29.668,12.7,17.3,77.3
2017-06,5,40:23:00N & 105:29:00W,58.2,57,41.9,29.8,2.5,4.0,270,0.44,2.44,0.16,69.1,40.8,89,30,29.958,29.671,21.9,32.2,77.3
2017-06,6,40:23:00N & 105:29:00W,54.6,65,42.3,29.9,1.9,3.4,271,0.44,2.44,0.00,67.9,43.5,86,41,30.038,29.850,13.8,20.7,67.9
2017-06,7,40:23:00N & 105:29:00W,55.8,67,43.9,29.9,2.6,4.4,274,0.61,2.61,0.08,72.8,38.6,93,32,30.075,29.764,19.6,26.5,77.5
2017-06,8,40:23:00N & 105:29:00W,58.8,58,41.9,29.7,2.2,3.9,274,0.61,2.61,0.00,75.6,39.1,92,27,29.943,29.567,12.7,18.4,77.6
2017-06,9,40:23:00N & 105:29:00W,67.3,24,23.9,29.4,7.3,11.0,273,0.61,2.61,0.00,79.6,43.9,81,11,29.626,29.249,19.6,29.9,78.0
2017-06,10,40:23:00N & 105:29:00W,69.9,28,32.3,29.2,7.8,11.6,276,0.61,2.61,0.00,80.3,53.3,69,12,29.375,29.161,27.6,40.3,78.9
2017-06,11,40:23:00N & 105:29:00W,65.2,39,35.5,29.4,4.8,7.8,275,0.61,2.61,0.00,72.7,52.5,76,10,29.613,29.154,19.6,32.2,77.5
2017-06,12,40:23:00N & 105:29:00W,62.7,51,39.7,29.5,3.8,6.5,275,0.63,2.63,0.01,77.6,45.1,89,8,29.666,29.210,18.4,31.1,77.8
2017-06,13,40:23:00N & 105:29:00W,58.2,19,15.7,29.5,9.9,15.3,276,0.63,2.63,0.00,65.0,52.0,32,11,29.616,29.325,29.9,40.3,65.0
2017-06,14,40:23:00N & 105:29:00W,61.9,26,26.4,29.6,7.1,11.1,275,0.63,2.63,0.00,75.4,48.8,43,17,29.799,29.568,19.6,32.2,76.2
2017-06,15,40:23:00N & 105:29:00W,62.5,31,28.0,29.7,2.7,4.9,277,0.63,2.63,0.00,80.5,14.2,67,12,29.870,29.615,18.4,26.5,78.6
2017-06,16,40:23:00N & 105:29:00W,64.6,32,30.5,29.6,5.3,8.9,277,0.63,2.63,0.00,82.4,40.8,68,15,29.752,29.419,21.9,31.1,80.0
2017-06,17,40:23:00N & 105:29:00W,63.2,45,39.3,29.5,5.7,8.8,277,0.63,2.63,0.00,77.4,51.0,77,23,29.734,29.388,20.7,33.4,77.7
2017-06,18,40:23:00N & 105:29:00W,64.4,44,38.3,29.7,3.9,6.5,277,0.63,2.63,0.00,79.8,23.6,80,17,29.884,29.610,12.7,19.6,78.4
2017-06,19,40:23:00N & 105:29:00W,60.4,52,41.3,29.8,2.1,3.8,277,0.63,2.63,0.00,75.4,40.3,86,31,29.932,29.779,11.5,16.1,77.5
2017-06,20,40:23:00N & 105:29:00W,68.0,39,35.7,29.7,4.0,6.5,276,0.63,2.63,0.00,89.3,42.5,83,11,29.908,29.573,17.3,25.3,85.3
2017-06,21,40:23:00N & 105:29:00W,74.2,22,31.1,29.5,6.3,10.1,277,0.63,2.63,0.00,87.2,61.5,42,8,29.603,29.422,20.7,34.5,83.6
2017-06,22,40:23:00N & 105:29:00W,65.5,40,38.7,29.5,3.9,5.9,276,0.63,2.63,0.00,81.1,53.6,71,17,29.666,29.386,15.0,24.2,79.2
2017-06,23,40:23:00N & 105:29:00W,51.2,71,42.0,29.9,3.6,6.2,277,0.68,2.68,0.01,57.6,42.8,90,54,30.109,29.667,13.8,20.7,57.6
2017-06,24,40:23:00N & 105:29:00W,53.7,64,41.0,30.0,2.3,4.0,277,0.68,2.68,0.00,64.0,37.8,90,46,30.145,29.960,11.5,17.3,64.0
2017-06,25,40:23:00N & 105:29:00W,56.4,66,44.5,30.0,2.7,4.6,277,0.68,2.68,0.00,68.4,42.3,91,40,30.127,29.919,11.5,18.4,77.5
2017-06,26,40:23:00N & 105:29:00W,60.9,50,38.3,29.9,2.3,4.0,277,0.68,2.68,0.00,77.2,37.8,92,18,30.097,29.694,12.7,18.4,77.4
2017-06,27,40:23:00N & 105:29:00W,65.8,36,31.3,29.5,4.8,7.7,277,0.68,2.68,0.00,83.6,43.1,82,9,29.747,29.351,25.3,39.1,80.8
2017-06,28,40:23:00N & 105:29:00W,61.0,45,35.5,29.7,4.1,6.7,276,0.68,2.68,0.16,89.3,14.2,93,8,30.207,29.154,29.9,40.3,85.3
2017-06,29,40:23:00N & 105:29:00W,61.1,45,35.6,29.7,4.1,6.6,276,0.75,2.75,0.16,89.3,14.2,93,8,30.146,29.154,29.9,40.3,85.3
2017-06,30,40:23:00N & 105:29:00W,61.1,45,35.7,29.7,4.1,6.6,276,0.78,2.78,0.16,89.3,14.2,93,8,30.145,29.154,29.9,40.3,85.3
2017-07,1,40:23:00N & 105:29:00W,59.8,48,35.9,29.8,2.2,3.7,276,0.00,5.53,0.00,76.5,37.9,91,16,30.005,29.699,13.8,18.4,77.1
2017-07,2,40:23:00N & 105:29:00W,63.3,35,30.5,29.8,3.1,5.0,277,0.00,5.53,0.00,83.2,39.8,71,10,29.918,29.642,18.4,28.8,80.5
2017-07,3,40:23:00N & 105:29:00W,66.0,32,33.4,29.7,4.9,7.6,276,0.00,5.53,0.00,78.3,48.3,61,17,29.846,29.625,24.2,33.4,77.5
2017-07,4,40:23:00N & 105:29:00W,65.1,37,35.4,29.8,2.4,4.1,276,0.04,5.57,0.01,81.6,47.7,71,12,29.975,29.667,18.4,26.5,79.4
2017-07,5,40:23:00N & 105:29:00W,66.3,38,34.7,29.9,2.2,3.7,275,0.04,5.57,0.00,86.1,41.3,78,11,30.081,29.742,15.0,19.6,82.8
2017-07,6,40:23:00N & 105:29:00W,66.4,36,36.0,29.9,2.1,3.6,276,0.05,5.58,0.01,86.3,46.8,59,14,30.005,29.803,18.4,24.2,82.9
2017-07,7,40:23:00N & 105:29:00W,59.2,64,45.5,30.0,1.8,3.1,271,0.44,5.97,0.07,83.4,44.9,88,17,30.208,29.826,18.4,24.2,80.7
2017-07,8,40:23:00N & 105:29:00W,59.7,68,48.0,30.0,1.3,2.4,273,0.54,6.07,0.02,74.4,45.8,93,33,30.127,29.821,9.2,18.4,77.4
2017-07,9,40:23:00N & 105:29:00W,62.7,59,45.2,29.8,1.6,2.8,273,0.60,6.13,0.01,83.6,44.5,89,16,30.069,29.667,17.3,25.3,81.1
2017-07,10,40:23:00N & 105:29:00W,64.3,56,45.4,29.7,2.3,3.8,273,0.62,6.15,0.01,84.7,47.6,88,19,29.867,29.613,11.5,19.6,82.3
2017-07,11,40:23:00N & 105:29:00W,67.9,48,45.3,29.6,4.2,6.4,275,0.67,6.20,0.01,81.4,54.4,89,22,29.704,29.517,15.0,24.2,79.7
2017-07,12,40:23:00N & 105:29:00W,62.2,65,49.7,29.8,1.4,2.6,272,0.68,6.21,0.01,69.4,54.4,82,44,29.917,29.569,6.9,11.5,77.4
2017-07,13,40:23:00N & 105:29:00W,62.6,58,45.0,29.9,2.0,3.6,275,0.68,6.21,0.00,76.7,45.4,93,23,29.999,29.838,11.5,16.1,78.0
2017-07,14,40:23:00N & 105:29:00W,65.1,51,43.8,29.9,2.4,4.1,274,0.68,6.21,0.00,81.1,45.4,87,21,30.030,29.801,11.5,18.4,79.7
2017-07,15,40:23:00N & 105:29:00W,63.7,53,43.9,29.9,2.5,4.3,276,0.68,6.21,0.00,78.1,47.6,88,24,30.015,29.854,13.8,19.6,78.4
2017-07,16,40:23:00N & 105:29:00W,63.3,53,43.7,29.8,2.5,4.2,275,0.68,6.21,0.00,80.7,43.2,85,28,29.975,29.642,13.8,19.6,79.7
2017-07,17,40:23:00N & 105:29:00W,66.0,48,43.1,29.7,1.7,3.0,276,0.69,6.22,0.01,84.3,47.7,80,19,29.784,29.566,18.4,20.7,81.6
2017-07,18,40:23:00N & 105:29:00W,67.8,44,42.5,29.7,3.1,4.9,276,0.69,6.22,0.00,81.8,49.9,76,22,29.808,29.644,12.7,17.3,79.9
2017-07,19,40:23:00N & 105:29:00W,66.1,51,44.7,29.8,3.6,5.6,276,0.74,6.27,0.01,87.6,50.2,76,17,29.943,29.638,12.7,19.6,84.0
2017-07,20,40:23:00N & 105:29:00W,67.1,55,49.5,29.8,2.8,4.7,273,0.74,6.27,0.00,83.4,54.8,76,33,29.922,29.660,15.0,19.6,81.9
2017-07,21,40:23:00N & 105:29:00W,63.6,62,48.0,29.7,3.3,5.1,272,1.67,7.20,0.08,82.6,55.0,91,22,29.872,29.642,15.0,20.7,80.5
2017-07,22,40:23:00N & 105:29:00W,62.1,67,49.4,29.8,1.4,2.5,273,1.87,7.40,0.05,77.0,48.6,93,31,29.947,29.713,20.7,24.2,77.9
2017-07,23,40:23:00N & 105:29:00W,64.1,57,46.2,29.8,1.8,3.0,271,1.87,7.40,0.00,80.1,46.1,90,28,29.941,29.670,11.5,17.3,79.5
2017-07,24,40:23:00N & 105:29:00W,66.8,47,42.2,29.7,2.2,3.7,271,1.90,7.43,0.01,84.7,48.0,84,15,29.843,29.521,16.1,24.2,82.0
2017-07,25,40:23:00N & 105:29:00W,62.9,62,47.6,29.7,1.7,2.9,273,1.96,7.49,0.01,79.4,51.9,92,27,29.917,29.469,11.5,17.3,78.7
2017-07,26,40:23:00N & 105:29:00W,59.6,86,55.1,29.9,1.3,2.3,273,2.22,7.75,0.02,71.1,53.1,95,58,29.958,29.734,10.4,13.8,76.2
2017-07,27,40:23:00N & 105:29:00W,63.0,76,54.7,29.8,0.1,0.2,274,2.30,7.83,0.01,74.9,50.4,96,52,29.962,29.705,3.5,4.6,77.5
2017-07,28,40:23:00N & 105:29:00W,64.5,62,49.0,29.8,0.0,0.0,284,2.35,7.88,0.01,80.3,48.3,91,24,29.858,29.672,0.0,0.0,80.0
2017-07,29,40:23:00N & 105:29:00W,62.3,71,51.7,29.8,0.0,0.0,284,2.37,7.90,0.01,72.0,54.7,92,36,29.926,29.716,0.0,0.0,77.4
2017-07,30,40:23:00N & 105:29:00W,61.9,69,50.8,29.9,0.0,0.0,284,2.37,7.90,0.00,75.3,50.1,92,41,29.990,29.819,0.0,0.0,77.7
2017-07,31,40:23:00N & 105:29:00W,62.9,55,42.6,30.0,0.0,0.0,284,2.37,7.90,0.00,79.6,44.3,94,22,30.061,29.859,0.0,0.0,78.8
2017-08,1,40:23:00N & 105:29:00W,61.0,53,40.8,30.0,0.0,0.0,284,0.01,7.90,0.01,75.8,44.9,89,22,30.064,29.914,0.0,0.0,77.4
2017-08,2,40:23:00N & 105:29:00W,60.4,54,41.0,29.9,0.0,0.0,284,0.03,7.92,0.01,80.3,41.6,84,17,30.006,29.820,0.0,0.0,78.7
2017-08,3,40:23:00N & 105:29:00W,52.9,83,47.8,30.0,0.0,0.0,284,0.23,8.12,0.01,59.6,50.4,92,56,30.089,29.870,0.0,0.0,59.6
2017-08,4,40:23:00N & 105:29:00W,65.1,51,40.5,29.8,2.7,4.3,274,0.25,8.14,0.01,84.1,46.2,94,14,30.037,29.503,13.8,25.3,81.4
2017-08,5,40:23:00N & 105:29:00W,63.4,51,42.9,29.6,7.1,10.6,274,0.45,8.34,0.03,79.4,46.5,89,25,29.796,29.471,18.4,25.3,78.7
2017-08,6,40:23:00N & 105:29:00W,53.8,84,48.8,29.9,1.9,3.4,273,0.50,8.39,0.01,65.3,42.9,95,61,29.966,29.731,10.4,13.8,65.3
2017-08,7,40:23:00N & 105:29:00W,51.2,90,48.5,30.0,1.4,2.8,275,0.99,8.88,0.01,55.3,46.4,94,83,30.069,29.838,9.2,12.7,55.3
2017-08,8,40:23:00N & 105:29:00W,52.0,83,46.5,30.0,1.5,2.6,270,1.07,8.96,0.01,65.6,43.5,96,51,30.101,29.897,13.8,20.7,65.6
2017-08,9,40:23:00N & 105:29:00W,52.9,81,46.6,30.0,1.8,3.0,269,1.28,9.17,0.05,65.8,43.6,95,49,30.099,29.875,16.1,24.2,65.8
2017-08,10,40:23:00N & 105:29:00W,53.6,82,47.9,30.0,2.6,4.3,275,1.30,9.19,0.01,67.6,45.2,96,50,30.117,29.881,15.0,21.9,67.6
2017-08,11,40:23:00N & 105:29:00W,56.0,72,45.9,30.0,1.8,3.2,277,1.30,9.19,0.00,71.1,41.3,96,40,30.132,29.818,11.5,16.1,77.5
2017-08,12,40:23:00N & 105:29:00W,60.4,53,40.9,29.8,5.2,7.7,271,1.30,9.19,0.00,73.5,44.6,90,26,29.891,29.644,19.6,26.5,77.3
2017-08,13,40:23:00N & 105:29:00W,59.5,57,42.5,29.7,3.9,6.1,273,1.31,9.20,0.01,75.8,46.1,86,24,29.816,29.644,18.4,24.2,77.4
2017-08,14,40:23:00N & 105:29:00W,60.5,55,42.3,29.6,3.4,5.4,273,1.34,9.23,0.01,78.5,46.8,87,22,29.770,29.538,15.0,25.3,78.0
2017-08,15,40:23:00N & 105:29:00W,60.2,56,42.1,29.6,3.7,5.8,271,1.38,9.27,0.01,74.9,45.2,92,19,29.694,29.511,16.1,24.2,77.4
2017-08,16,40:23:00N & 105:29:00W,55.9,61,42.2,29.8,2.8,4.6,275,1.45,9.34,0.02,64.3,44.2,86,41,29.967,29.581,12.7,19.6,64.3
2017-08,17,40:23:00N & 105:29:00W,57.9,54,36.5,29.9,2.7,4.6,273,1.45,9.34,0.00,78.1,38.2,93,18,30.054,29.795,16.1,26.5,77.7
2017-08,18,40:23:00N & 105:29:00W,62.1,47,38.7,29.8,1.7,3.1,274,1.45,9.34,0.00,80.5,42.3,76,15,29.963,29.751,11.5,18.4,78.9
2017-08,19,40:23:00N & 105:29:00W,64.9,40,32.5,29.7,2.9,4.8,275,1.45,9.34,0.00,86.5,41.8,82,7,29.900,29.646,16.1,25.3,83.1
2017-08,20,40:23:00N & 105:29:00W,63.3,39,36.6,29.7,2.3,3.8,270,1.50,9.39,0.02,79.0,50.1,67,17,29.855,29.619,15.0,19.6,78.0
2017-08,21,40:23:00N & 105:29:00W,59.4,55,40.8,29.9,2.2,3.5,270,1.50,9.39,0.00,80.5,42.5,83,19,29.977,29.722,13.8,20.7,79.0
2017-08,22,40:23:00N & 105:29:00W,58.2,66,45.8,30.0,2.2,3.8,276,1.51,9.40,0.01,73.9,40.9,94,38,30.094,29.862,12.7,19.6,77.4
2017-08,23,40:23:00N & 105:29:00W,61.1,50,40.4,29.8,2.7,4.3,272,1.51,9.40,0.00,78.3,48.5,75,17,29.921,29.762,15.0,19.6,77.6
2017-08,24,40:23:00N & 105:29:00W,57.6,56,40.3,29.8,1.6,2.9,274,1.52,9.41,0.01,77.6,41.9,87,19,29.929,29.664,13.8,19.6,77.5
2017-08,25,40:23:00N & 105:29:00W,60.2,47,37.2,29.8,2.3,3.9,275,1.52,9.41,0.00,78.1,41.3,78,20,29.881,29.717,16.1,24.2,77.6
2017-08,26,40:23:00N & 105:29:00W,63.9,40,33.4,29.9,2.1,3.6,276,1.52,9.41,0.00,84.5,42.5,76,13,30.045,29.791,23.0,27.6,81.5
2017-08,27,40:23:00N & 105:29:00W,61.2,44,36.9,30.0,1.9,3.5,277,1.52,9.41,0.00,77.2,43.5,69,22,30.074,29.839,15.0,19.6,77.6
